comp_1,comp_2,smile_1,smile_2
CHEBI:81064,CHEBI:166,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:81064,CHEBI:30718,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:81064,CHEBI:616,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:81064,CHEBI:7728,CCCCCCCC(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,CCCCCCCCN
CHEBI:10283,CHEBI:100636,OC([*])C(O)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:10283,CHEBI:10284,OC([*])C(O)=O,CC1CC=C(C)C(\C=C\C(C)=O)C1(C)C
CHEBI:10283,CHEBI:104018,OC([*])C(O)=O,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O
CHEBI:10283,CHEBI:113782,OC([*])C(O)=O,C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)O[C@@H]1CN(C)S(=O)(=O)C)[C@H](C)CO
CHEBI:10283,CHEBI:124254,OC([*])C(O)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:10283,CHEBI:127070,OC([*])C(O)=O,CC(C)NC(=O)N1CC2(CN(C2)C(=O)C3=CN=CC=C3)C4=C([C@@H]1CO)NC5=C4C=CC(=C5)OC
CHEBI:10283,CHEBI:15492,OC([*])C(O)=O,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:10283,CHEBI:15579,OC([*])C(O)=O,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@@H](C2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:10283,CHEBI:15580,OC([*])C(O)=O,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:10283,CHEBI:15728,OC([*])C(O)=O,C(=N)(N)NCCCC(O)=O
CHEBI:10283,CHEBI:158014,OC([*])C(O)=O,SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC=1NC=NC1)CC=2C=3C(NC2)=CC=CC3)C(O)=O
CHEBI:10283,CHEBI:15825,OC([*])C(O)=O,CC(C)=CC=O
CHEBI:10283,CHEBI:16286,OC([*])C(O)=O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:10283,CHEBI:16358,OC([*])C(O)=O,O[C@H]1CO[C@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:10283,CHEBI:163778,OC([*])C(O)=O,SC[C@H](NC(=O)[C@@H](N)[C@H](O)C)C(=O)N[C@@H](CCC(O)=O)C(O)=O
CHEBI:10283,CHEBI:166,OC([*])C(O)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:10283,CHEBI:16632,OC([*])C(O)=O,COc1cc(ccc1O)C([O-])=O
CHEBI:10283,CHEBI:16693,OC([*])C(O)=O,[H][C@@]1(OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@@H](O)[C@@H]1O)[C@H](O)CO
CHEBI:10283,CHEBI:16825,OC([*])C(O)=O,CN=C(C)[C@H](O)c1ccccc1
CHEBI:10283,CHEBI:16864,OC([*])C(O)=O,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC2O[C@H](CO)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O
CHEBI:10283,CHEBI:17225,OC([*])C(O)=O,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c24)C3=CC1=O
CHEBI:10283,CHEBI:18169,OC([*])C(O)=O,O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1O
CHEBI:10283,CHEBI:18348,OC([*])C(O)=O,[H][C@@](COC([*])=O)(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC([*])=O
CHEBI:10283,CHEBI:18400,OC([*])C(O)=O,OC1=CC(=O)C=CC1=O
CHEBI:10283,CHEBI:212,OC([*])C(O)=O,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:10283,CHEBI:2220,OC([*])C(O)=O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:10283,CHEBI:27399,OC([*])C(O)=O,CCNc1nc(N)nc(Cl)n1
CHEBI:10283,CHEBI:27446,OC([*])C(O)=O,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COc1ccccc1)C(O)=O
CHEBI:10283,CHEBI:27808,OC([*])C(O)=O,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:10283,CHEBI:27825,OC([*])C(O)=O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:10283,CHEBI:28142,OC([*])C(O)=O,OC(O)C(Cl)(Cl)Cl
CHEBI:10283,CHEBI:28394,OC([*])C(O)=O,OC(=O)\C=C(/O)C(O)=O
CHEBI:10283,CHEBI:29055,OC([*])C(O)=O,Oc1ccc(CC(=O)C([O-])=O)cc1O
CHEBI:10283,CHEBI:30718,OC([*])C(O)=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:10283,CHEBI:33390,OC([*])C(O)=O,[Cm]
CHEBI:10283,CHEBI:34809,OC([*])C(O)=O,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:10283,CHEBI:34810,OC([*])C(O)=O,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:10283,CHEBI:37476,OC([*])C(O)=O,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:10283,CHEBI:42896,OC([*])C(O)=O,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:10283,CHEBI:48242,OC([*])C(O)=O,O=[Cr]O[Cr]=O
CHEBI:10283,CHEBI:48510,OC([*])C(O)=O,O(S(C(F)(F)F)(=O)=O)*
CHEBI:10283,CHEBI:48981,OC([*])C(O)=O,Oc1cccc2cccnc12
CHEBI:10283,CHEBI:52618,OC([*])C(O)=O,OC([*])C(O)=O
CHEBI:10283,CHEBI:616,OC([*])C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:10283,CHEBI:69014,OC([*])C(O)=O,[H][C@@]12CC[C@H](C)c3c(O)c(O)c(C)c([C@@H](C[C@@H]1C)C=C(C)C)c23
CHEBI:10283,CHEBI:7728,OC([*])C(O)=O,CCCCCCCCN
CHEBI:10283,CHEBI:89678,OC([*])C(O)=O,C([C@@](COC(CCCCCCCCC/C=C\CCCCCC)=O)(OC(CCCCCCC/C=C\CCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C
CHEBI:10283,CHEBI:94290,OC([*])C(O)=O,C1C=CCC2C1C(=O)N(C2=O)C3CC(=O)C4OCC3O4
CHEBI:10283,CHEBI:9496,OC([*])C(O)=O,Cl.C1CN2CC(N=C2S1)c1ccccc1
